edad,grado,tipo_actividad,dificultad,tiempo_seg,intentos,pistas,correcto,nota,secuencia_actividades,evolucion_desempeno,nivel_concentracion,comparacion_historial,nivel_comprension
11,6,memoria,1,149,3,0,1,5,4,0.41,0.63,-0.19,0.48
12,4,sopa_letras,1,127,3,0,1,5,2,-0.07,0.67,0.2,0.73
12,5,crucigrama,1,297,4,2,1,5,2,0.24,0.6,0.12,0.96
12,6,memoria,3,204,5,1,0,8,2,-0.15,0.79,0.13,0.96
12,6,crucigrama,5,186,2,3,0,9,5,0.01,0.7,0.26,0.84
11,5,relacionar,5,180,4,2,0,9,4,-0.06,0.98,-0.01,0.82
9,6,sopa_letras,2,277,2,0,1,5,2,0.42,0.72,-0.07,0.45
12,5,sopa_letras,1,209,5,2,0,9,4,0.18,0.71,0.25,0.88
10,4,relacionar,4,193,4,1,1,6,2,-0.09,0.61,0.1,0.61
12,4,relacionar,1,244,1,1,1,8,3,-0.19,0.6,-0.2,0.97
11,5,crucigrama,1,234,3,1,1,7,5,-0.04,0.86,-0.08,0.69
9,5,crucigrama,5,194,2,2,1,10,3,-0.08,0.84,0.02,0.55
12,6,memoria,5,282,5,3,1,5,1,0.02,0.79,-0.06,0.83
9,5,crucigrama,3,299,3,3,1,8,4,0.3,0.93,0.01,0.42
9,5,crucigrama,4,288,2,0,1,9,2,0.37,0.68,0.15,0.44
11,6,crucigrama,1,182,5,2,1,10,2,0.13,0.93,0.12,0.47
12,5,crucigrama,5,203,1,3,1,10,4,0.15,0.86,-0.07,0.42
12,4,sopa_letras,4,109,2,3,1,10,2,0.06,0.58,0.23,0.67
10,5,sopa_letras,3,289,1,3,1,5,5,0.26,0.64,-0.0,0.82
10,5,memoria,5,168,2,0,1,5,2,-0.07,0.72,0.13,0.6
11,4,crucigrama,3,109,3,2,1,5,3,0.37,0.99,0.28,0.48
10,4,relacionar,3,158,5,3,0,6,2,0.32,0.64,-0.19,0.48
12,6,sopa_letras,3,245,3,0,1,5,2,-0.07,0.77,0.26,0.43
10,6,relacionar,4,280,4,1,0,8,5,0.15,0.89,-0.06,0.8
12,4,memoria,2,175,1,3,0,7,4,-0.19,0.92,-0.0,0.47
10,4,memoria,5,250,2,3,1,6,5,-0.05,0.94,0.11,0.93
11,6,relacionar,1,202,5,0,1,7,5,-0.17,0.84,-0.0,0.69
10,6,memoria,2,257,1,3,0,7,4,-0.09,0.88,-0.09,0.41
12,5,relacionar,5,240,4,2,0,10,2,0.14,0.56,0.01,0.87
11,6,memoria,5,155,3,0,0,5,2,0.2,0.65,0.24,0.52
12,5,relacionar,1,155,4,3,1,6,2,0.24,0.52,-0.05,0.62
11,5,relacionar,5,201,1,2,1,8,1,0.41,0.54,-0.01,0.73
12,5,memoria,5,210,5,2,1,5,3,0.45,0.9,0.29,0.51
12,5,crucigrama,1,233,3,1,1,9,3,0.15,0.76,0.0,0.46
9,5,crucigrama,2,140,1,1,1,8,2,-0.12,0.64,0.22,0.85
11,5,sopa_letras,4,122,2,1,1,8,2,0.5,0.58,-0.02,0.9
9,6,sopa_letras,3,85,3,1,0,5,1,0.17,0.68,0.13,0.58
12,4,sopa_letras,5,135,1,1,1,9,3,-0.05,0.73,0.2,0.59
10,4,sopa_letras,4,300,2,2,1,10,2,0.36,0.57,-0.1,0.42
11,6,relacionar,4,226,3,2,1,6,5,0.36,0.51,-0.11,0.66
12,6,sopa_letras,2,264,3,1,0,8,2,0.27,0.85,0.08,0.56
12,4,sopa_letras,2,224,5,0,0,10,5,0.38,0.87,0.2,0.49
10,5,sopa_letras,4,281,1,0,1,8,5,0.42,0.52,-0.1,0.99
10,6,memoria,1,112,3,1,1,10,5,-0.09,0.72,-0.15,0.74
12,6,relacionar,2,264,3,3,1,7,1,0.01,0.94,-0.16,0.83
12,6,sopa_letras,5,291,3,0,0,7,2,-0.09,0.66,-0.16,0.51
11,5,relacionar,5,230,1,3,1,7,5,0.14,0.77,0.25,0.46
10,5,memoria,5,282,1,3,1,5,1,0.07,0.61,0.26,0.68
11,4,memoria,2,179,5,3,0,7,3,0.18,0.64,0.12,0.74
12,4,relacionar,4,243,2,1,0,9,2,-0.09,0.64,0.17,0.63
9,6,crucigrama,1,300,1,1,1,8,2,0.05,0.95,-0.16,0.97
11,5,memoria,3,281,2,0,0,10,3,0.27,0.56,-0.12,0.81
11,4,relacionar,4,247,5,3,0,5,5,0.47,0.56,-0.04,0.86
10,4,sopa_letras,5,129,1,0,0,7,2,0.12,0.75,-0.03,0.51
11,5,relacionar,2,87,3,3,0,5,2,0.26,0.91,0.22,0.9
10,6,relacionar,2,191,2,2,1,9,5,0.3,0.91,0.09,0.53
10,5,relacionar,5,250,3,3,1,7,4,0.08,0.82,0.21,0.54
11,4,crucigrama,4,207,4,0,1,9,1,0.35,0.86,0.13,0.55
10,5,sopa_letras,4,225,2,2,0,9,3,0.28,0.65,0.2,0.95
11,6,memoria,4,209,2,3,1,8,3,0.12,0.74,-0.01,0.85
10,4,relacionar,2,158,2,2,1,9,1,0.36,0.68,-0.07,0.47
10,5,memoria,3,212,3,0,0,5,2,0.2,0.57,-0.05,0.91
10,6,relacionar,5,91,2,0,1,7,5,-0.04,0.91,-0.0,0.4
12,5,sopa_letras,5,89,1,2,0,5,1,0.23,0.81,-0.2,0.64
11,4,crucigrama,5,220,4,0,1,7,1,-0.03,0.86,0.2,0.94
11,5,crucigrama,4,145,2,1,0,9,4,0.4,0.62,0.01,0.53
9,5,memoria,1,172,2,2,1,7,3,0.29,0.54,-0.02,0.4
9,5,sopa_letras,1,185,2,2,0,9,4,0.21,0.9,-0.03,0.59
11,6,sopa_letras,4,223,3,1,1,8,1,-0.17,0.59,-0.19,0.91
10,6,crucigrama,1,94,2,1,0,6,2,0.49,0.61,-0.13,0.46
11,6,sopa_letras,2,198,2,3,0,9,1,0.32,0.71,0.09,0.44
12,5,sopa_letras,1,95,1,0,1,9,4,-0.12,0.57,-0.19,0.62
9,4,relacionar,2,201,3,3,0,5,3,0.42,0.92,0.29,0.75
9,4,sopa_letras,2,229,4,2,1,9,3,0.33,0.53,0.08,0.61
10,4,crucigrama,2,85,3,3,0,10,5,0.19,0.75,-0.02,0.51
9,6,relacionar,3,278,2,0,0,5,4,0.34,0.99,0.16,0.74
10,4,crucigrama,2,244,3,1,1,7,1,0.03,0.55,-0.0,0.95
11,6,sopa_letras,2,206,3,0,0,6,3,0.32,0.96,0.21,0.88
9,5,crucigrama,1,148,4,1,0,7,4,0.23,0.94,0.12,0.9
11,5,relacionar,3,91,5,3,1,9,5,0.17,0.5,-0.07,0.69
12,4,relacionar,1,300,5,3,1,5,1,0.41,0.6,-0.06,0.83
9,5,crucigrama,5,108,3,0,1,5,3,0.23,0.63,0.17,0.86
11,5,sopa_letras,1,288,3,1,1,10,2,-0.13,0.95,0.02,0.8
10,5,relacionar,2,127,5,3,1,8,1,0.45,0.56,-0.08,0.69
