edad,grado,tipo_actividad,dificultad,tiempo_seg,intentos,pistas,correcto,nota,secuencia_actividades,evolucion_desempeno,nivel_concentracion,comparacion_historial,nivel_comprension
12,5,sopa_letras,4,100,4,2,0,8,3,-0.12,0.54,-0.01,0.3301760445203292
12,4,sopa_letras,4,91,1,2,0,6,5,0.03,0.79,-0.11,0.3077117990223574
10,5,crucigrama,4,82,2,1,1,7,2,0.27,0.86,0.2,0.6224617882080314
11,5,crucigrama,2,226,5,0,0,6,1,0.25,0.56,0.06,0.3596717605598032
10,6,memoria,1,178,5,3,1,9,3,0.1,0.85,0.25,0.6456717847209998
11,4,sopa_letras,1,112,5,1,0,9,1,0.26,0.73,-0.15,0.3715542975825491
9,4,crucigrama,5,300,2,0,1,6,5,-0.11,0.73,-0.11,0.5105321590840424
10,6,crucigrama,2,232,2,2,0,6,5,0.12,0.88,0.19,0.3211192813567196
12,5,crucigrama,4,181,5,1,1,10,3,0.44,0.72,0.09,0.5510005472195543
9,5,relacionar,4,178,5,2,1,7,5,0.06,0.71,-0.18,0.5334865047168112
10,4,sopa_letras,4,137,2,0,0,10,5,0.27,0.52,-0.06,0.34097328141086736
9,4,sopa_letras,5,174,4,2,0,7,1,0.32,0.62,0.21,0.3885663569739497
11,5,sopa_letras,2,264,2,1,1,7,3,-0.05,0.76,0.08,0.46313150589528373
11,4,sopa_letras,5,224,5,3,1,9,5,0.0,0.9,0.29,0.6903621536529858
11,6,relacionar,5,263,1,0,1,10,4,0.43,0.84,0.21,0.7468129179576027
9,5,memoria,1,112,2,2,0,5,2,0.08,0.87,0.23,0.3303275670689775
9,4,relacionar,4,279,4,2,0,6,4,-0.15,0.99,0.06,0.36409716764067945
9,4,memoria,5,145,4,2,0,6,4,0.1,0.72,-0.11,0.2728758321632751
9,4,sopa_letras,1,187,5,1,1,8,1,0.19,0.86,0.26,0.5695619650298277
11,5,sopa_letras,1,255,4,0,1,6,1,0.19,0.77,-0.11,0.4726941617638166
11,4,relacionar,5,109,4,2,1,8,1,0.23,0.76,-0.1,0.656360647305273
9,5,sopa_letras,1,86,1,3,1,5,2,0.09,0.8,0.29,0.553698314159616
12,4,relacionar,2,290,2,0,0,10,3,-0.17,0.83,-0.07,0.331655059174181
11,4,relacionar,2,89,2,3,1,7,2,0.06,0.88,0.15,0.6168721427969797
12,4,relacionar,4,154,5,1,0,9,3,0.39,0.5,0.29,0.33840940133369
10,5,crucigrama,1,237,3,2,1,5,4,0.12,0.83,-0.09,0.5213547655528943
10,6,relacionar,4,297,5,3,0,8,1,-0.02,0.67,0.18,0.3066193781375587
11,5,sopa_letras,5,218,5,1,0,8,3,0.31,0.9,-0.16,0.36458113822247995
11,4,relacionar,3,251,3,0,0,7,2,-0.15,0.52,-0.02,0.2577239398677561
11,5,sopa_letras,4,156,2,1,0,8,1,0.02,0.52,0.03,0.36055565854251986
10,6,relacionar,4,88,3,2,0,5,2,0.47,0.51,0.05,0.2537259188735759
10,6,crucigrama,2,158,4,3,1,6,2,-0.18,0.76,0.01,0.550124163281958
10,4,sopa_letras,4,86,1,1,0,7,2,0.43,0.68,0.17,0.3529159016555944
9,4,sopa_letras,4,269,4,0,1,10,2,0.43,0.81,0.02,0.6958459344516287
9,4,relacionar,5,176,5,2,0,8,3,0.39,0.85,0.18,0.4207417564110714
10,5,memoria,2,113,5,2,0,9,2,0.46,0.67,-0.06,0.3187322434452553
9,5,relacionar,1,207,4,2,0,5,1,0.22,0.68,-0.0,0.2430518628271566
11,6,memoria,4,143,2,2,0,10,3,0.19,0.51,-0.12,0.3686009047912407
12,6,memoria,3,223,5,3,1,6,2,0.38,0.52,-0.03,0.5331323877254758
10,6,memoria,3,291,5,2,0,7,2,0.14,0.94,-0.02,0.37356618163774336
12,6,crucigrama,4,299,2,2,1,8,1,0.04,0.57,0.19,0.5116801448944547
9,5,memoria,1,128,4,1,1,10,4,0.2,0.6,-0.07,0.6068069508885751
9,6,sopa_letras,1,164,1,1,0,5,2,0.47,0.61,0.22,0.2677150608652905
11,6,relacionar,1,109,5,1,1,5,4,-0.14,0.52,-0.01,0.5577793292075499
9,6,relacionar,4,230,1,3,1,6,1,0.27,0.63,0.04,0.6132852002871794
9,5,memoria,4,300,2,0,0,8,4,-0.11,0.97,-0.18,0.3516291371405233
9,6,crucigrama,5,205,3,3,0,7,5,0.16,0.57,0.21,0.3127796456657659
12,5,crucigrama,2,248,1,2,0,5,5,0.02,0.52,-0.2,0.11439404506609167
11,5,memoria,5,149,1,2,0,7,5,0.16,0.94,0.12,0.3961093387397742
12,5,sopa_letras,3,97,2,1,0,9,5,0.49,0.57,-0.1,0.37085657521395904
10,6,crucigrama,5,230,5,2,1,8,4,0.04,0.53,-0.12,0.5548492436089629
9,4,crucigrama,2,160,3,3,0,10,3,0.47,0.81,0.16,0.3920597333413244
12,4,memoria,3,137,2,3,0,7,5,-0.05,0.56,0.05,0.18539748067777118
12,4,relacionar,5,300,3,2,0,8,5,-0.19,0.57,0.05,0.2975228091734974
10,4,memoria,1,176,5,1,1,7,2,0.49,0.67,-0.08,0.5236059334001856
10,5,relacionar,4,281,2,3,1,9,2,0.47,0.97,-0.02,0.68494312995133
9,6,crucigrama,1,239,4,1,1,10,5,0.46,0.86,0.02,0.6923449672446175
10,4,relacionar,5,246,4,3,0,5,3,0.18,0.84,0.12,0.2908916981436427
12,6,sopa_letras,2,142,4,0,0,6,1,0.44,0.59,-0.17,0.2398125779554603
12,5,crucigrama,1,156,2,0,0,8,3,0.01,0.88,-0.16,0.32692924021968295
12,6,sopa_letras,4,293,5,0,0,5,5,0.18,0.51,0.28,0.3582953817241815
11,4,sopa_letras,3,121,4,3,1,5,3,0.36,0.51,0.06,0.607687780772402
10,5,relacionar,3,84,3,3,1,7,2,0.25,0.57,-0.04,0.5541432464252416
10,4,sopa_letras,2,248,3,2,1,5,2,0.37,0.77,-0.11,0.5496609469711766
12,6,sopa_letras,4,157,5,3,0,6,1,-0.09,0.53,0.13,0.24918142889789216
10,6,relacionar,5,248,5,1,1,6,3,0.38,0.78,-0.16,0.7257751736361251
11,5,sopa_letras,1,204,3,3,1,10,3,0.38,0.7,-0.17,0.6735420125247467
12,5,memoria,2,196,5,0,0,10,5,0.36,0.87,-0.01,0.5175702337385427
12,6,sopa_letras,5,148,4,1,0,5,5,0.1,0.94,0.23,0.3498006948499847
9,6,crucigrama,1,171,3,0,1,7,1,0.23,0.5,0.1,0.40923953022192455
9,4,relacionar,5,189,5,0,0,5,2,-0.17,0.82,0.04,0.27690146787263376
9,6,memoria,3,149,4,0,0,9,1,0.16,0.74,-0.15,0.3357435544306392
9,6,sopa_letras,1,239,5,1,1,6,3,0.24,0.75,-0.09,0.4983022349198335
9,6,crucigrama,1,213,4,0,0,9,2,-0.15,0.96,-0.05,0.33458839133268375
11,5,sopa_letras,5,155,2,1,0,6,3,0.5,0.53,-0.09,0.40031196965891636
11,6,memoria,4,128,3,0,0,8,3,0.27,0.52,0.11,0.39527571122299543
12,4,relacionar,5,117,3,2,0,7,2,0.29,0.98,-0.02,0.4222401158836115
10,6,crucigrama,1,284,4,0,1,9,5,-0.16,0.74,-0.04,0.5472798252742866
10,6,sopa_letras,3,129,3,0,1,9,3,0.35,0.61,0.14,0.6281110754927869
12,5,sopa_letras,1,233,4,1,1,8,5,-0.2,0.76,0.1,0.49137143025003555
9,6,sopa_letras,5,130,2,1,1,8,2,-0.1,0.79,0.03,0.6028398572416249
10,4,memoria,2,253,2,2,0,7,3,0.01,0.57,0.05,0.2896230619220631
10,6,crucigrama,3,258,3,2,1,10,1,-0.09,0.89,-0.0,0.6012962572791114
11,5,crucigrama,2,135,4,0,1,5,3,-0.07,0.58,0.29,0.42124555628508503
11,5,memoria,2,81,3,2,1,8,1,0.3,0.67,0.2,0.617384588326253
12,6,sopa_letras,4,274,4,2,0,9,2,0.31,0.88,0.21,0.395662909561847
11,5,relacionar,3,190,5,0,0,6,4,0.03,0.85,0.2,0.3142841482456846
11,4,sopa_letras,4,192,1,2,0,6,4,0.36,0.65,0.07,0.2710165463081978
9,6,crucigrama,3,83,1,0,0,9,2,-0.08,0.66,0.24,0.2834014962122839
10,4,relacionar,4,295,1,0,1,9,2,0.15,0.97,-0.2,0.6808478843567172
11,4,memoria,4,293,5,0,1,5,2,0.03,0.67,0.03,0.5732434953589882
10,5,sopa_letras,3,173,2,2,1,7,4,0.35,0.6,-0.16,0.6336708512059305
9,4,relacionar,3,208,4,2,0,10,1,0.05,0.63,0.04,0.3649725574602809
12,4,memoria,2,86,1,1,0,5,5,0.17,0.64,0.26,0.22097297312414818
10,4,sopa_letras,2,201,5,2,1,6,3,0.12,0.87,0.26,0.5855759493713824
10,6,sopa_letras,2,175,4,0,0,9,2,0.12,0.78,-0.08,0.43955289674914044
10,5,crucigrama,5,225,3,2,1,6,3,0.03,0.58,-0.13,0.5627299042736013
11,5,memoria,4,114,5,0,1,7,4,0.39,0.99,0.22,0.742175918248905
12,4,crucigrama,2,262,2,0,1,7,5,0.28,0.95,-0.12,0.6153927650339629
9,6,relacionar,1,95,3,2,0,6,4,-0.2,0.77,0.19,0.28919739817894535
12,5,sopa_letras,2,260,2,2,1,10,2,0.4,0.9,-0.06,0.6167845365932796
9,6,crucigrama,3,208,5,0,0,8,3,0.45,0.74,0.15,0.4643942176014525
11,4,sopa_letras,4,266,5,1,0,7,1,0.03,0.82,0.05,0.3770708069807328
9,5,relacionar,4,95,2,3,1,10,1,-0.17,0.89,-0.07,0.7034570667258873
11,5,relacionar,1,129,1,2,1,10,2,0.12,0.83,0.13,0.460122655202572
9,5,relacionar,3,142,1,2,0,6,5,-0.13,0.85,0.07,0.3615156474383091
10,4,relacionar,4,93,2,1,0,7,5,0.28,0.83,0.22,0.32387973210406895
10,6,relacionar,1,250,4,0,1,8,1,0.37,0.6,-0.02,0.6093916680334701
9,5,relacionar,4,141,4,3,0,9,1,0.17,0.82,0.21,0.4561545908248431
9,4,memoria,1,247,2,1,0,10,4,0.22,0.86,0.18,0.3088956234267872
9,6,relacionar,4,202,2,2,0,7,1,0.13,0.92,0.17,0.42374220497859244
11,6,relacionar,4,109,1,2,1,8,3,0.28,0.76,0.02,0.5606094589034355
9,6,relacionar,4,150,3,1,1,6,4,0.12,0.53,0.01,0.5792734052236472
11,5,crucigrama,3,133,5,2,1,9,1,0.32,0.84,0.19,0.6561560522148151
10,5,crucigrama,5,212,5,0,0,5,4,0.34,0.62,0.17,0.23447293208548087
10,4,memoria,4,106,5,2,1,6,4,0.32,0.78,0.26,0.6388938618288402
9,6,crucigrama,5,277,3,1,0,7,5,0.26,0.57,0.23,0.32722716039626965
12,4,memoria,4,250,2,1,0,9,2,0.01,0.51,-0.0,0.2997061318224171
9,6,crucigrama,4,212,4,3,0,8,4,0.3,0.52,0.25,0.35083766094934254
12,5,memoria,1,190,3,0,1,7,4,0.48,0.53,0.17,0.5573773336071385
10,6,memoria,2,289,2,0,0,7,2,-0.14,0.6,-0.02,0.24787414846904973
12,5,crucigrama,5,179,5,0,1,5,3,0.0,0.71,0.06,0.5902466029294028
12,5,memoria,5,88,2,2,1,10,2,0.13,0.55,-0.08,0.6335770659149212
9,4,memoria,2,87,2,3,1,8,4,-0.14,0.81,0.22,0.587227850770215
10,4,memoria,2,118,5,1,1,9,3,-0.14,0.96,-0.12,0.5105626564706829
10,4,relacionar,2,82,3,3,1,5,5,0.05,0.57,0.28,0.4312143373495927
12,4,crucigrama,2,262,3,1,0,6,2,0.01,0.69,0.16,0.28060678736471145
12,5,crucigrama,4,203,5,1,0,8,5,-0.09,0.94,0.27,0.330680176343384
12,6,sopa_letras,3,135,2,3,1,5,3,0.28,0.79,0.05,0.5685255300162285
10,4,relacionar,2,184,2,2,1,8,5,0.46,0.8,0.19,0.5859687153934767
9,6,memoria,2,114,3,2,1,7,1,0.42,0.76,-0.15,0.5656565295389551
11,5,crucigrama,3,191,4,0,1,10,4,0.05,0.71,0.29,0.608947362594679
10,5,sopa_letras,1,232,2,3,1,10,5,0.47,0.54,0.07,0.5987755906906798
12,4,relacionar,4,262,3,1,1,10,4,0.1,0.59,0.2,0.5617497170735268
10,6,memoria,4,187,5,3,1,10,4,0.48,0.95,0.05,0.6346236758892041
12,5,relacionar,2,139,1,3,0,8,4,-0.19,0.75,0.24,0.31286688599019635
9,4,memoria,2,220,2,1,1,9,3,0.41,0.81,-0.08,0.6932810620848807
11,5,sopa_letras,3,289,4,2,0,10,5,0.31,0.68,0.18,0.3862131767450847
12,4,memoria,5,250,2,3,1,6,4,0.08,0.78,-0.11,0.5341190737239258
11,6,crucigrama,3,256,3,1,0,9,1,-0.01,0.61,-0.0,0.22764627412792088
9,4,crucigrama,3,234,1,0,0,10,4,0.26,0.55,0.06,0.327066120690459
12,4,memoria,5,189,5,3,1,8,1,0.09,0.6,0.16,0.6090312295898699
9,5,memoria,3,123,3,2,0,6,1,-0.06,0.76,0.11,0.2859773278413012
10,5,sopa_letras,5,168,5,0,1,6,1,0.22,0.61,-0.01,0.6617397695307171
12,5,relacionar,3,270,4,1,1,6,2,-0.15,0.93,-0.17,0.5825287126407023
10,6,sopa_letras,1,137,4,2,0,9,4,0.05,0.81,-0.07,0.3637033393213853
11,4,crucigrama,2,268,2,1,0,10,1,0.33,0.66,-0.04,0.3233135388140884
12,4,memoria,5,162,1,0,0,7,1,-0.1,0.68,-0.05,0.31068807811315086
10,4,memoria,2,180,5,2,1,9,3,0.0,0.91,0.28,0.6745132914891131
11,5,crucigrama,1,135,1,0,0,6,4,0.1,0.68,0.03,0.24217672480678576
11,5,relacionar,1,220,3,2,0,7,4,-0.03,0.53,0.29,0.19928526773947022
11,6,memoria,5,235,5,0,1,6,5,0.03,0.92,0.05,0.6541008618948198
12,4,crucigrama,1,256,3,3,0,6,2,0.1,1.0,0.12,0.28393715482174575
9,5,sopa_letras,5,290,3,2,0,8,5,0.15,0.75,0.23,0.3735499173146412
12,6,crucigrama,1,259,2,0,0,9,3,-0.17,0.53,0.06,0.33812365987377385
10,4,crucigrama,4,299,3,0,0,5,2,0.32,0.65,0.2,0.3002170128778772
12,4,crucigrama,2,84,5,0,0,6,3,-0.09,0.59,-0.19,0.29179571776079594
12,4,memoria,4,225,1,1,1,9,5,0.47,0.78,0.06,0.7043830679592348
12,6,crucigrama,5,97,2,3,0,10,4,-0.02,0.89,0.12,0.34413120549476306
12,4,relacionar,3,220,2,3,0,5,2,0.43,0.54,0.04,0.28138540511823945
9,4,sopa_letras,2,201,1,1,0,7,1,0.26,0.71,0.17,0.2773588867954727
11,6,sopa_letras,5,96,1,2,1,8,4,0.1,0.75,0.18,0.5965272573258209
12,4,crucigrama,3,97,1,1,0,10,4,0.46,0.65,0.27,0.347943798836596
9,6,relacionar,5,119,1,2,1,7,3,-0.05,0.74,0.09,0.6123185215429203
9,6,relacionar,1,222,1,0,0,10,4,0.13,0.99,-0.2,0.38764561076670623
11,4,sopa_letras,4,259,5,3,1,9,4,-0.14,1.0,0.14,0.6977333502697801
10,6,relacionar,4,173,5,0,0,10,1,0.18,0.96,0.09,0.4711553005736808
12,5,sopa_letras,1,211,1,0,0,6,5,0.17,0.77,-0.15,0.3076617443769635
10,6,relacionar,1,114,1,0,1,8,3,0.28,0.54,-0.05,0.5043365213329811
12,4,memoria,2,215,3,3,1,10,3,0.47,0.79,0.27,0.6424513889441447
9,6,crucigrama,3,115,4,1,0,6,2,0.05,0.92,-0.04,0.3505924784908815
10,4,crucigrama,5,135,4,2,1,6,1,0.44,0.9,0.19,0.702224539630602
12,6,crucigrama,5,88,3,1,0,6,3,0.26,0.89,-0.06,0.45328656713648346
12,6,memoria,1,280,2,2,1,6,2,0.19,0.5,-0.1,0.42518358762237424
10,5,memoria,1,110,3,3,1,10,3,-0.04,0.95,-0.09,0.6274867607461561
11,5,sopa_letras,5,300,4,2,1,8,5,0.18,0.98,-0.16,0.6584949799323686
10,5,crucigrama,5,271,5,3,1,5,2,0.39,0.73,0.11,0.5859247194202011
9,4,relacionar,1,197,1,1,0,5,1,-0.11,0.72,0.15,0.22767259718362298
12,6,sopa_letras,2,298,5,2,1,10,4,0.28,0.92,0.15,0.7861031345974405
9,6,memoria,3,210,3,1,0,7,3,-0.01,0.62,0.05,0.29138932490234826
12,5,relacionar,1,245,5,2,1,10,4,0.47,0.88,0.28,0.6697553116191537
9,6,relacionar,1,224,5,1,1,9,1,0.32,0.73,-0.18,0.5024920055674964
11,5,crucigrama,1,199,2,2,0,7,2,0.46,0.77,0.26,0.3816994532416217
10,5,relacionar,5,86,4,2,1,5,3,0.0,0.74,-0.04,0.5848943294803235
9,6,sopa_letras,3,287,5,2,0,9,2,0.13,0.86,0.27,0.3869336035875003
9,4,relacionar,4,218,1,1,1,9,2,0.42,0.86,-0.14,0.6921086311588608
11,5,relacionar,2,300,5,1,1,10,2,0.33,0.86,-0.17,0.6997020655605257
12,4,sopa_letras,3,88,3,2,1,9,2,0.48,0.65,-0.07,0.6820581990929468
9,4,memoria,4,103,4,2,1,9,5,0.25,0.61,-0.18,0.673852727911493
11,5,sopa_letras,5,248,5,0,0,9,3,0.22,0.98,0.29,0.43057517128167205
10,4,relacionar,2,122,3,3,1,9,3,-0.17,0.96,0.09,0.6387367518747341
12,5,memoria,5,255,1,3,0,5,5,-0.13,0.73,0.1,0.27339862478695925
9,5,sopa_letras,4,287,5,3,1,7,5,0.23,0.91,0.03,0.6037053155878653
10,5,crucigrama,4,229,4,3,0,8,1,0.33,0.83,-0.02,0.43973482415850657
11,4,sopa_letras,1,138,1,1,0,6,5,0.42,0.62,0.12,0.2730521421286401
9,6,memoria,3,235,2,1,1,8,1,0.12,0.59,0.24,0.5546753286581022
12,6,memoria,1,169,3,2,1,10,5,0.4,0.87,0.18,0.659767105420396
10,5,crucigrama,5,82,2,0,0,9,4,0.23,0.58,0.27,0.3126543012186898
11,5,memoria,1,106,3,2,0,5,1,0.31,0.62,0.1,0.3333131477535087
12,6,memoria,2,87,1,3,0,10,1,0.18,1.0,0.01,0.4133919814139319
12,4,crucigrama,3,146,3,0,1,7,2,0.23,0.7,-0.2,0.5446291875897078
11,4,sopa_letras,3,135,2,0,1,6,5,0.49,0.68,-0.13,0.5360608923737916
11,4,sopa_letras,1,145,2,3,0,5,5,0.17,0.94,-0.1,0.21025733665402993
9,5,memoria,3,81,3,3,1,8,3,0.24,0.53,-0.13,0.6275459563273037
11,6,crucigrama,2,262,3,0,0,6,3,0.24,0.85,0.22,0.29578558544858913
10,5,crucigrama,2,197,5,1,0,8,5,0.09,0.94,0.19,0.2596191066137608
10,5,memoria,1,177,3,0,0,10,2,-0.03,0.55,0.27,0.2383327742472479
9,5,sopa_letras,5,106,2,3,1,5,1,0.22,0.54,-0.04,0.6133209929767793
11,6,relacionar,1,277,4,1,0,8,5,0.32,0.74,-0.1,0.2982633559883206
9,4,sopa_letras,1,232,1,3,0,8,2,-0.18,0.66,-0.07,0.3201818433268213
9,4,memoria,5,110,4,2,0,6,3,0.18,0.85,0.06,0.4220783966143793
10,4,memoria,2,192,1,2,0,6,1,0.32,0.76,0.26,0.27448971852360016
12,6,crucigrama,4,191,4,3,0,10,1,0.17,0.83,-0.01,0.2945347889370229
10,6,sopa_letras,2,196,2,1,1,6,3,0.01,0.98,-0.09,0.6455497953932879
9,5,memoria,4,255,3,2,0,7,4,0.43,0.54,0.04,0.3506182983779457
10,4,memoria,2,119,3,1,1,5,4,0.04,0.71,0.12,0.5667874370526016
10,5,memoria,2,256,1,2,1,6,3,0.32,0.84,-0.19,0.627650482986573
9,4,crucigrama,4,295,5,3,0,8,3,0.44,0.7,0.23,0.35676934405050786
9,6,memoria,2,293,4,2,0,10,4,-0.05,0.54,0.04,0.32359730586763574
10,4,crucigrama,5,83,4,2,1,7,2,0.43,0.64,0.25,0.6512214530182243
9,6,relacionar,2,145,5,3,1,5,4,-0.11,0.63,0.04,0.5254325224654272
10,4,relacionar,2,182,5,2,0,5,3,0.43,0.77,0.15,0.22838806994276908
11,4,crucigrama,2,224,2,3,0,9,3,0.32,0.79,0.26,0.4381861658662185
12,6,crucigrama,5,235,5,1,0,8,3,0.34,0.69,-0.11,0.35729695517484483
10,6,sopa_letras,5,201,4,1,1,10,1,0.43,0.67,-0.2,0.7274860439239135
12,4,sopa_letras,5,106,3,1,1,7,1,0.05,0.58,-0.18,0.5732568111919213
11,4,crucigrama,2,222,1,0,0,7,2,-0.03,0.9,-0.16,0.31353527164372397
9,5,sopa_letras,1,297,4,0,1,10,3,0.3,0.9,0.29,0.5615425061578807
9,4,memoria,4,178,2,2,0,8,3,0.32,0.58,0.09,0.3804750459076383
12,5,crucigrama,1,140,4,3,1,8,2,-0.09,0.95,0.05,0.5705000130408862
10,6,memoria,1,225,4,1,0,6,1,0.19,0.95,0.16,0.3253802353264483
10,6,relacionar,3,125,5,2,0,5,3,0.11,0.98,-0.11,0.4121955731981236
9,4,crucigrama,1,154,2,2,1,9,1,0.13,0.69,-0.03,0.5632181172223713
12,4,memoria,5,228,5,2,0,10,5,-0.19,0.99,0.17,0.43210429289879015
12,6,crucigrama,2,260,2,3,0,6,1,0.06,0.68,-0.19,0.3251474982602962
9,4,relacionar,3,118,5,2,1,10,2,0.28,0.77,-0.04,0.6580679274888768
11,5,crucigrama,5,211,2,1,0,5,1,0.46,0.54,0.19,0.325855193643852
12,5,crucigrama,1,174,1,0,1,8,3,-0.1,0.57,-0.05,0.43281024942673446
10,5,crucigrama,3,220,5,2,1,5,5,0.29,0.74,0.16,0.6244901766838884
9,4,crucigrama,4,200,4,1,0,9,2,-0.0,0.51,-0.06,0.3040057555969865
12,4,sopa_letras,1,285,2,1,0,6,2,0.13,0.81,-0.11,0.2723811518460689
9,5,relacionar,1,236,4,3,0,6,4,0.33,0.53,-0.05,0.18353231878472942
11,5,crucigrama,1,126,1,1,1,8,5,0.47,0.6,0.01,0.5950905313169461
12,6,sopa_letras,4,208,5,2,1,10,2,0.23,0.75,0.04,0.6253414890195881
12,6,crucigrama,5,252,3,0,1,8,5,0.44,0.9,-0.16,0.5997576128730591
12,5,relacionar,4,94,4,0,0,9,4,0.32,0.58,0.24,0.3849839012678763
11,4,sopa_letras,4,148,5,0,0,6,1,-0.01,0.71,0.18,0.37221081680699286
9,6,relacionar,3,271,1,1,1,5,4,-0.07,0.82,0.21,0.5694164476428828
11,5,sopa_letras,5,201,3,2,0,10,2,-0.11,0.73,-0.08,0.433276426131765
11,4,crucigrama,4,253,2,1,0,6,5,-0.07,0.82,-0.1,0.32703147027794666
10,5,sopa_letras,4,286,2,3,1,8,1,-0.18,0.72,-0.18,0.6276660566676262
10,4,crucigrama,5,193,2,2,1,5,3,0.33,0.75,-0.08,0.5489790616086561
10,6,relacionar,2,176,5,0,0,9,2,0.13,0.78,-0.05,0.303928298957385
11,6,memoria,1,179,4,3,1,7,3,0.33,0.89,-0.15,0.6024416231681136
12,6,relacionar,2,153,1,0,1,9,1,0.25,0.69,0.05,0.5919360300261469
11,6,memoria,1,239,3,3,0,9,4,-0.14,0.99,0.13,0.3826334812152369
12,4,memoria,4,130,2,1,1,5,1,0.25,0.56,0.17,0.5542632368805636
10,4,memoria,1,171,5,1,1,5,1,0.33,0.84,0.29,0.6599056483068119
12,4,memoria,4,280,4,0,1,10,4,-0.17,0.68,0.29,0.6258359934559725
10,6,sopa_letras,2,183,1,2,1,8,2,0.24,0.81,0.13,0.5751858029172457
10,6,crucigrama,2,217,5,2,0,9,3,0.12,0.62,0.3,0.3045132437663078
10,6,relacionar,2,298,1,0,0,6,5,0.36,0.76,0.1,0.3514495616427056
10,4,sopa_letras,1,171,5,3,1,8,3,0.21,0.79,-0.17,0.5983262452513614
9,4,memoria,3,105,2,2,1,6,3,0.32,0.53,0.12,0.5186833409920636
10,4,memoria,2,168,4,0,0,5,4,0.07,0.93,-0.14,0.2549320191913997
10,4,relacionar,2,244,2,1,0,9,4,-0.07,0.91,-0.05,0.31714490180353716
10,5,sopa_letras,3,286,3,1,1,5,2,0.33,1.0,0.21,0.6273153189865605
11,5,memoria,5,149,2,1,0,10,3,0.2,0.83,0.24,0.4272944271499218
9,6,crucigrama,5,197,3,0,1,8,4,0.39,1.0,0.02,0.7044566581185724
11,4,memoria,2,116,1,2,1,10,1,0.44,0.82,0.29,0.5914503265641172
